"id","code","name","account_type","reconcile","company_ids/id"
"account_arka_1112000001","1112000001","Other current financial assets","asset_current","False","base.main_company"
"account_arka_1112000002","1112000002","Convertible notes","asset_current","False","base.main_company"
"account_arka_1112000003","1112000003","Derivative Asset","asset_current","False","base.main_company"
"account_arka_1113100001","1113100001","Inventory-Device & Tablet","asset_current","False","base.main_company"
"account_arka_1113100002","1113100002","Inventory-Gadget & Accessories","asset_current","False","base.main_company"
"account_arka_1113100003","1113100003","Inventory-Computers","asset_current","False","base.main_company"
"account_arka_1113100004","1113100004","Inventory-Consumer Electronics","asset_current","False","base.main_company"
"account_arka_1113100005","1113100005","Inventory-Carrier","asset_current","False","base.main_company"
"account_arka_1113100006","1113100006","Inventory-Lifestyle","asset_current","False","base.main_company"
"account_arka_1113100007","1113100007","Inventory-Value Added Service","asset_current","False","base.main_company"
"account_arka_1113100008","1113100008","Inventory-Digital Product","asset_current","False","base.main_company"
"account_arka_1113100009","1113100009","Inventory-Component","asset_current","False","base.main_company"
"account_arka_1113100010","1113100010","Inventory-Spare part (Service)","asset_current","False","base.main_company"
"account_arka_1113100011","1113100011","Inventory-Cosmetics","asset_current","False","base.main_company"
"account_arka_1113100012","1113100012","Inventory-Medical & Health Industry","asset_current","False","base.main_company"
"account_arka_1113100013","1113100013","Inventory-Pods","asset_current","False","base.main_company"
"account_arka_1113100014","1113100014","Inventory-In Warranty","asset_current","False","base.main_company"
"account_arka_1113100015","1113100015","Inventory-Software","asset_current","False","base.main_company"
"account_arka_1113100016","1113100016","Inventories-Food & Beverage","asset_current","False","base.main_company"
"account_arka_1113100021","1113100021","Inventories-textile","asset_current","False","base.main_company"
"account_arka_1113100022","1113100022","Inventories-footwear","asset_current","False","base.main_company"
"account_arka_1113100023","1113100023","Inventories-accessories","asset_current","False","base.main_company"
"account_arka_1113100024","1113100024","Inventories-miscellaneous","asset_current","False","base.main_company"
"account_arka_1113100025","1113100025","Inventories-wholesale","asset_current","False","base.main_company"
"account_arka_1113100026","1113100026","Inventories-e-commerce / internet revenue","asset_current","False","base.main_company"
"account_arka_1113100027","1113100027","Inventories-clearance","asset_current","False","base.main_company"
"account_arka_1113100028","1113100028","Inventories-distributor revenue","asset_current","False","base.main_company"
"account_arka_1113100029","1113100029","Inventories-Hard Goods","asset_current","False","base.main_company"
"account_arka_1113100098","1113100098","Inventory-Merchandise-non commercial","asset_current","False","base.main_company"
"account_arka_1113100099","1113100099","Inventory-Others","asset_current","False","base.main_company"
"account_arka_1113200001","1113200001","Stock in transit","asset_current","False","base.main_company"
"account_arka_1113300001","1113300001","Allwnce for obslscnc n decline in val of inventory","asset_current","False","base.main_company"
"account_arka_1113900001","1113900001","Stock Revaluation","asset_current","False","base.main_company"
"account_arka_1113900009","1113900009","Stock - swap device (clearing account)","asset_current","False","base.main_company"
"account_arka_1114000001","1114000001","Inventory Non Commercial-Device & Tablet","asset_current","False","base.main_company"
"account_arka_1114000002","1114000002","Inventory Non Commercial-Gadget & Accessories","asset_current","False","base.main_company"
"account_arka_1114000003","1114000003","Inventory Non Commercial-Computers","asset_current","False","base.main_company"
"account_arka_1114000004","1114000004","Inventory Non Commercial-Consumer Electronics","asset_current","False","base.main_company"
"account_arka_1114000005","1114000005","Inventory Non Commercial-Carrier","asset_current","False","base.main_company"
"account_arka_1114000006","1114000006","Inventory Non Commercial-Lifestyle","asset_current","False","base.main_company"
"account_arka_1114000007","1114000007","Inventory Non Commercial-Value Added Service","asset_current","False","base.main_company"
"account_arka_1114000008","1114000008","Inventory Non Commercial-Digital Product","asset_current","False","base.main_company"
"account_arka_1114000009","1114000009","Inventory Non Commercial-Component","asset_current","False","base.main_company"
"account_arka_1114000010","1114000010","Inventory Non Commercial-Spare part (Service)","asset_current","False","base.main_company"
"account_arka_1114000011","1114000011","Inventory Non Commercial-Cosmetics","asset_current","False","base.main_company"
"account_arka_1114000012","1114000012","Inventory Non Commercial-Medical&Health Industry","asset_current","False","base.main_company"
"account_arka_1114000013","1114000013","Inventory Non Commercial-Pods","asset_current","False","base.main_company"
"account_arka_1114000014","1114000014","Inventory Non Commercial-In Warranty","asset_current","False","base.main_company"
"account_arka_1114000015","1114000015","Inventory Non Commercial-Software","asset_current","False","base.main_company"
"account_arka_1114000024","1114000024","Inventory Non Commercial-Hard Goods","asset_current","False","base.main_company"
"account_arka_1114000096","1114000096","Giftcard-clearing","asset_current","False","base.main_company"
"account_arka_1114000098","1114000098","Inventory Non Commercial-Other Current Assets","asset_current","False","base.main_company"
"account_arka_1114000099","1114000099","Inventory Non Commercial-Others","asset_current","False","base.main_company"
"account_arka_1115100001","1115100001","Down Payment - Trade","asset_prepayments","True","base.main_company"
"account_arka_1115200001","1115200001","Advance for payment of operational expenses","asset_prepayments","True","base.main_company"
"account_arka_1115300001","1115300001","Advance on stock subscription","asset_prepayments","False","base.main_company"
"account_arka_1115600001","1115600001","Advance from intercompanies","asset_prepayments","True","base.main_company"
"account_arka_1115600002","1115600002","Advance on stock subscription-related","asset_prepayments","False","base.main_company"
"account_arka_1116100001","1116100001","Building insurance","asset_prepayments","False","base.main_company"
"account_arka_1116100002","1116100002","Vehicles insurance","asset_prepayments","False","base.main_company"
"account_arka_1116100003","1116100003","Prepaid Inventories insurance","asset_prepayments","False","base.main_company"
"account_arka_1116100004","1116100004","Medical insurance","asset_prepayments","False","base.main_company"
"account_arka_1116100005","1116100005","Cash outlet Insurance","asset_prepayments","False","base.main_company"
"account_arka_1116100006","1116100006","Prepaid Other insurance","asset_prepayments","False","base.main_company"
"account_arka_1116100007","1116100007","Other prepaid expenses","asset_prepayments","False","base.main_company"
"account_arka_1116100008","1116100008","Prepaid Provision expenses","asset_prepayments","False","base.main_company"
"account_arka_1116100009","1116100009","Prepaid-Office supplies","asset_prepayments","True","base.main_company"
"account_arka_1116100010","1116100010","Prepaid-E Materai","asset_prepayments","False","base.main_company"
"account_arka_1116200001","1116200001","Prepaid rent - current portion","asset_prepayments","False","base.main_company"
"account_arka_1117100001","1117100001","Prepaid Income tax art. 22","asset_current","False","base.main_company"
"account_arka_1117100002","1117100002","Prepaid Income tax art. 23","asset_current","False","base.main_company"
"account_arka_1117100003","1117100003","Prepaid Income tax art. 24","asset_current","False","base.main_company"
"account_arka_1117100004","1117100004","Prepaid Income tax art. 25","asset_current","False","base.main_company"
"account_arka_1117200001","1117200001","VAT In","asset_current","False","base.main_company"
"account_arka_1117200002","1117200002","VAT In - not yet invoiced","asset_current","False","base.main_company"
"account_arka_1117300001","1117300001","GST-IN","asset_current","False","base.main_company"
"account_arka_1117400001","1117400001","Tax Deposit","asset_current","False","base.main_company"
"account_arka_1118000001","1118000001","Estimated claim for tax refund - current","asset_current","False","base.main_company"
"account_arka_1201000001","1201000001","Deferred tax assets-Inventories","asset_non_current","False","base.main_company"
"account_arka_1201000002","1201000002","Deferred tax assets-Account receivables","asset_non_current","False","base.main_company"
"account_arka_1201000003","1201000003","Deferred tax assets-Liability for employee benefit","asset_non_current","False","base.main_company"
"account_arka_1201000004","1201000004","Deferred tax assets-Fixed assets","asset_non_current","False","base.main_company"
"account_arka_1201000005","1201000005","Deferred tax assets-Foreign curr translation of FS","asset_non_current","False","base.main_company"
"account_arka_1201000006","1201000006","Deferred tax assets-Dividend","asset_non_current","False","base.main_company"
"account_arka_1201000007","1201000007","Deferred tax assets-Customer Loyalty Programmes","asset_non_current","False","base.main_company"
"account_arka_1201000008","1201000008","Deferred tax assets-Right of Use Assets","asset_non_current","False","base.main_company"
"account_arka_1201000009","1201000009","Deferred tax assets-PKWT","asset_non_current","False","base.main_company"
"account_arka_1201000010","1201000010","Deferred tax assets-Tax Loss Carry Forward","asset_non_current","False","base.main_company"
"account_arka_1202000000","1202000000","Loan to employees","asset_non_current","False","base.main_company"
"account_arka_1203001000","1203001000","INVESTMENT>=20&<50%","asset_non_current","False","base.main_company"
"account_arka_1203002000","1203002000","INVESTMENT >=50%","asset_non_current","False","base.main_company"
"account_arka_1203009000","1203009000","INVESTMENT-OTHER","asset_non_current","False","base.main_company"
"account_arka_1205101000","1205101000","Fixed Assets - Cost - Land","asset_fixed","True","base.main_company"
"account_arka_1205102000","1205102000","Fixed Assets - Cost - Building and improvements","asset_fixed","True","base.main_company"
"account_arka_1205103000","1205103000","Fixed Assets - Cost - Vehicles","asset_fixed","True","base.main_company"
"account_arka_1205104000","1205104000","Fixed Assets - Cost - Office and outlet equipment","asset_fixed","True","base.main_company"
"account_arka_1205105000","1205105000","Fixed Assets - Cost - Machinery","asset_fixed","True","base.main_company"
"account_arka_1205106000","1205106000","Fixed Assets - Cost - Furniture and fixtures","asset_fixed","True","base.main_company"
"account_arka_1205201000","1205201000","Fixed asset-Accum depre-Building and improvements","asset_fixed","True","base.main_company"
"account_arka_1205202000","1205202000","Fixed assets - Accumulated depreciation - Vehicles","asset_fixed","True","base.main_company"
"account_arka_1205203000","1205203000","Fixed asset-Accum depre-Office and outlet equipmnt","asset_fixed","True","base.main_company"
"account_arka_1205204000","1205204000","Fixed asset-Accum depre-Machinery","asset_fixed","True","base.main_company"
"account_arka_1205205000","1205205000","Fixed asset-Accum depre-Furniture and fixtures","asset_fixed","True","base.main_company"
"account_arka_1205601000","1205601000","Accumulated Loss on Impair-Land","asset_fixed","True","base.main_company"
"account_arka_1205602000","1205602000","Accumulated Loss on Impair-Building & improvements","asset_fixed","True","base.main_company"
"account_arka_1205800001","1205800001","Asset under construction - Land","asset_fixed","True","base.main_company"
"account_arka_1205800002","1205800002","Asset under construction-Building and improvements","asset_fixed","True","base.main_company"
"account_arka_1205800003","1205800003","Asset under construction - Vehicles","asset_fixed","True","base.main_company"
"account_arka_1205800004","1205800004","Asset under construction-Office n outlet equipment","asset_fixed","True","base.main_company"
"account_arka_1205800005","1205800005","Asset under construction - Machinery","asset_fixed","True","base.main_company"
"account_arka_1205800006","1205800006","Asset under construction - Furniture and fixtures","asset_fixed","True","base.main_company"
"account_arka_1205800009","1205800009","Asset under construction - Intangible Assets","asset_fixed","True","base.main_company"
"account_arka_1205800010","1205800010","Asset under construction - Software","asset_fixed","True","base.main_company"
"account_arka_1205900000","1205900000","Technical clearing account for Asset","asset_fixed","True","base.main_company"
"account_arka_1206102000","1206102000","Right of Use Asset-Cost-Building and improvements","asset_fixed","True","base.main_company"
"account_arka_1206201000","1206201000","Right of Use Asset-Accum depre-Building n improve","asset_fixed","True","base.main_company"
"account_arka_1207200000","1207200000","Software","asset_fixed","True","base.main_company"
"account_arka_1207300000","1207300000","Accum. Amortization Software","asset_fixed","True","base.main_company"
"account_arka_1207900000","1207900000","Goodwill - net","asset_fixed","True","base.main_company"
"account_arka_1207900009","1207900009","Accumulated Loss on Impair-Goodwill","asset_fixed","True","base.main_company"
"account_arka_1208100000","1208100000","Advances for purchase of fixed assets","asset_fixed","True","base.main_company"
"account_arka_1208600000","1208600000","Advances for purchase of intangible assets","asset_fixed","True","base.main_company"
"account_arka_1208900000","1208900000","Asset down payment acquisition","asset_fixed","True","base.main_company"
"account_arka_1208900099","1208900099","Asset down payment Clearing","asset_fixed","True","base.main_company"
"account_arka_1210000001","1210000001","Estimated claim for tax refund - non current","asset_non_current","False","base.main_company"
"account_arka_1211100001","1211100001","Deposit - Rental","asset_non_current","True","base.main_company"
"account_arka_1211100002","1211100002","Deposit - Line Telephone","asset_non_current","True","base.main_company"
"account_arka_1211100003","1211100003","Deposit Internet","asset_non_current","True","base.main_company"
"account_arka_1211100004","1211100004","Security Deposit","asset_non_current","True","base.main_company"
"account_arka_1211100005","1211100005","Deposit - Service Charge","asset_non_current","True","base.main_company"
"account_arka_1211100006","1211100006","Deposit - Utilities","asset_non_current","True","base.main_company"
"account_arka_1211100007","1211100007","Deposit - Rental Space for Event","asset_non_current","True","base.main_company"
"account_arka_1211100008","1211100008","Deposit - Cloud System","asset_non_current","True","base.main_company"
"account_arka_1211100009","1211100009","Other Deposit","asset_non_current","True","base.main_company"
"account_arka_1211100071","1211100071","Deposit - Rental - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100072","1211100072","Deposit - Line Telephone - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100073","1211100073","Deposit Internet - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100074","1211100074","Security Deposit - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100075","1211100075","Deposit - Service Charge - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100076","1211100076","Deposit - Utilities - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100077","1211100077","Deposit - Rental Space for Event - Fair Value Adju","asset_non_current","False","base.main_company"
"account_arka_1211100078","1211100078","Deposit - Cloud System - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1211100099","1211100099","Deposit Other - Fair Value Adjustment","asset_non_current","False","base.main_company"
"account_arka_1212200003","1212200003","Deferred Cost","asset_non_current","False","base.main_company"
"account_arka_1212200004","1212200004","Amortization of Deferred Cost","asset_non_current","False","base.main_company"
"account_arka_1212200009","1212200009","Other non-current assets","asset_non_current","False","base.main_company"
"account_arka_2101101000","2101101000","Time Loan - PT Bank Central Asia Tbk","liability_current","False","base.main_company"
"account_arka_2101201000","2101201000","Bank Overdraft - PT Bank Central Asia Tbk","liability_current","False","base.main_company"
"account_arka_2102100000","2102100000","Long-term bank loans-current maturities","liability_current","False","base.main_company"
"account_arka_2102200000","2102200000","Consumer financing payable - Short Term","liability_current","False","base.main_company"
"account_arka_2102300000","2102300000","Finance lease payable-current maturities","liability_current","False","base.main_company"
"account_arka_2102400000","2102400000","Lease payable (Right-of-Use Assets)","liability_current","False","base.main_company"
"account_arka_2103100001","2103100001","Trade Payables - Third parties","liability_payable","True","base.main_company"
"account_arka_2103100002","2103100002","Unbilled Payable - trade third parties","liability_current","True","base.main_company"
"account_arka_2103100003","2103100003","Deposit from customer trade","liability_current","True","base.main_company"
"account_arka_2103100097","2103100097","Customer with credit balance-Trade third parties","liability_current","False","base.main_company"
"account_arka_2103100099","2103100099","Vendor for payables adj-Trade third parties","liability_current","False","base.main_company"
"account_arka_2103100999","2103100999","Trade Payables - Third parties (forex)","liability_current","False","base.main_company"
"account_arka_2103109198","2103109198","GR/IR clearing-Tr Pay-Third P-Merc-non comm","liability_current","True","base.main_company"
"account_arka_2103109199","2103109199","GR/IR clearing-Tr Pay-Third P-Others","liability_current","True","base.main_company"
"account_arka_2103109201","2103109201","GR/IR clearing-Trade-Third Party-Freight Overseas","liability_current","True","base.main_company"
"account_arka_2103109202","2103109202","GR/IR clearing-Trade-Third Party-Freight Local","liability_current","True","base.main_company"
"account_arka_2103109301","2103109301","GR/IR clearing-Trade-Third Party-Insurance Oversea","liability_current","True","base.main_company"
"account_arka_2103109302","2103109302","GR/IR clearing-Trade-Third Party-Insurance Local","liability_current","True","base.main_company"
"account_arka_2103109401","2103109401","GR/IR clearing-Trade-Third Party-Import Duty","liability_current","True","base.main_company"
"account_arka_2103109402","2103109402","GR/IR clearing-Trade-Third Party-Custom Stamp Duty","liability_current","True","base.main_company"
"account_arka_2103109901","2103109901","GR/IR clearing-Trade-Third Party-Beginning Balance","liability_current","True","base.main_company"
"account_arka_2103200001","2103200001","Trade Payables - Related parties","liability_current","True","base.main_company"
"account_arka_2103200002","2103200002","Unbilled Payable - trade related parties","liability_current","True","base.main_company"
"account_arka_2103200003","2103200003","Trade Payable - Site","liability_current","True","base.main_company"
"account_arka_2103200999","2103200999","Trade Payables - Related parties (forex)","liability_current","False","base.main_company"
"account_arka_2103209000","2103209000","GR/IR clearing - Trade Payables - Related Parties","liability_current","True","base.main_company"
"account_arka_2103300001","2103300001","Non trade payable - Third parties","liability_current","True","base.main_company"
"account_arka_2103300002","2103300002","Deposit from customer non trade","liability_current","True","base.main_company"
"account_arka_2103300004","2103300004","Guarantee Deposit-Non Trade Payables-Third parties","liability_current","True","base.main_company"
"account_arka_2103300005","2103300005","Deposit from principle support program","liability_current","True","base.main_company"
"account_arka_2103300008","2103300008","GR/IR clearing-Non Trade Payables-Third Parties","liability_current","True","base.main_company"
"account_arka_2103300009","2103300009","Deferred Income - Current","liability_current","False","base.main_company"
"account_arka_2103300089","2103300089","GR/IR clearing-Non Trad Pybls-3P-Beginning Balance","liability_current","True","base.main_company"
"account_arka_2103300090","2103300090","Non Trade - third parties - Others","liability_current","True","base.main_company"
"account_arka_2103300097","2103300097","Customer with credit bal.-Non Trade third party","liability_current","False","base.main_company"
"account_arka_2103300098","2103300098","BOC unsettled Payable - Non Trade third parties","liability_current","False","base.main_company"
"account_arka_2103300099","2103300099","Vendor for payables adj-Non Trade-Third parties","liability_current","False","base.main_company"
"account_arka_2103300999","2103300999","Non trade payable - Third parties (forex)","liability_current","False","base.main_company"
"account_arka_2103400001","2103400001","Non trade payable - Related parties","liability_current","True","base.main_company"
"account_arka_2103400002","2103400002","Intercompany Interest Payable - Related Parties","liability_current","True","base.main_company"
"account_arka_2103400008","2103400008","GR/IR clearing-Non Trade Payables-Related Parties","liability_current","True","base.main_company"
"account_arka_2103400089","2103400089","GR/IR clearing-Non Trad Pybls-RP-Beginning Balance","liability_current","True","base.main_company"
"account_arka_2103400999","2103400999","Non trade payable - Related parties (forex)","liability_current","False","base.main_company"
"account_arka_2103500001","2103500001","Intercompany Loan Payables","liability_current","True","base.main_company"
"account_arka_2104100001","2104100001","Income tax payable art. 4 (2)","liability_current","False","base.main_company"
"account_arka_2104100003","2104100003","Income tax payable art. 21","liability_current","False","base.main_company"
"account_arka_2104100004","2104100004","Income tax payable art. 22","liability_current","False","base.main_company"
"account_arka_2104100005","2104100005","Income tax payable art. 23","liability_current","False","base.main_company"
"account_arka_2104100007","2104100007","Income tax payable art. 25","liability_current","False","base.main_company"
"account_arka_2104100008","2104100008","Income tax payable art. 26","liability_current","False","base.main_company"
"account_arka_2104200001","2104200001","Income tax payable art. 29","liability_current","False","base.main_company"
"account_arka_2104300001","2104300001","VAT Out","liability_current","False","base.main_company"
"account_arka_2104300002","2104300002","GST-OUT","liability_current","False","base.main_company"
"account_arka_2104300009","2104300009","VAT Payable","liability_current","True","base.main_company"
"account_arka_2104900001","2104900001","Other Taxes Payable","liability_current","True","base.main_company"
"account_arka_2105100001","2105100001","Accrued Expenses 3P-Interest","liability_current","True","base.main_company"
"account_arka_2105100002","2105100002","Accrued Expenses 3P-Salaries","liability_current","True","base.main_company"
"account_arka_2105100003","2105100003","Accrued Expenses 3P-Rental","liability_current","True","base.main_company"
"account_arka_2105100004","2105100004","Accrued Expenses 3P-Insurance","liability_current","True","base.main_company"
"account_arka_2105100005","2105100005","Accrued Expenses 3P-Audit fee","liability_current","True","base.main_company"
"account_arka_2105100006","2105100006","Accrued Expenses 3P-Prof. fee","liability_current","True","base.main_company"
"account_arka_2105100007","2105100007","Accrued Expenses 3P-Utilities","liability_current","True","base.main_company"
"account_arka_2105100008","2105100008","Accrued Expenses 3P-Ad n prmo","liability_current","True","base.main_company"
"account_arka_2105100009","2105100009","Accrued Expenses 3P-Comm.","liability_current","True","base.main_company"
"account_arka_2105100010","2105100010","Accrued Expenses 3P-Freight","liability_current","True","base.main_company"
"account_arka_2105100011","2105100011","Accrued Expenses 3P-Jamsostek","liability_current","True","base.main_company"
"account_arka_2105100099","2105100099","Acc Oth-Third party","liability_current","True","base.main_company"
"account_arka_2105200001","2105200001","Accrued Expenses RP-Interest","liability_current","True","base.main_company"
"account_arka_2105200002","2105200002","Accrued Expenses RP-Salaries","liability_current","True","base.main_company"
"account_arka_2105200003","2105200003","Accrued Expenses RP-Rental","liability_current","True","base.main_company"
"account_arka_2105200006","2105200006","Accrued Expenses RP-Prof. fee","liability_current","True","base.main_company"
"account_arka_2106000001","2106000001","Short-term employee benefits liabilities","liability_current","False","base.main_company"
"account_arka_2108100001","2108100001","Advances from customers - Third parties","liability_current","True","base.main_company"
"account_arka_2108200001","2108200001","Advances from customers - Related parties","liability_current","True","base.main_company"
"account_arka_2109000001","2109000001","Derivative Liabilities","liability_current","False","base.main_company"
"account_arka_2201000001","2201000001","Long-term bank loan","liability_non_current","False","base.main_company"
"account_arka_2201000009","2201000009","Long-term bank loan - Adjustment (Forex)","liability_non_current","False","base.main_company"
"account_arka_2202200002","2202200002","Consumer financing payable - Long Term","liability_non_current","False","base.main_company"
"account_arka_2202300003","2202300003","Finance lease payable","liability_non_current","True","base.main_company"
"account_arka_2203000001","2203000001","Long-term loan (non financial institution)","liability_non_current","True","base.main_company"
"account_arka_2203000002","2203000002","Notes Payable - non current","liability_non_current","True","base.main_company"
"account_arka_2204000000","2204000000","Leased Liability","liability_non_current","False","base.main_company"
"account_arka_2204000001","2204000001","Leased Liability - Building and Improvements","liability_non_current","True","base.main_company"
"account_arka_2204000002","2204000002","Leased Liability - Vehicle","liability_non_current","True","base.main_company"
"account_arka_2205000001","2205000001","Def tax liabilities-Inventories","liability_non_current","False","base.main_company"
"account_arka_2205000002","2205000002","Def tax liabilities-Account receivables","liability_non_current","False","base.main_company"
"account_arka_2205000003","2205000003","Def tax liabilities-Liab. for employee benefit","liability_non_current","False","base.main_company"
"account_arka_2205000004","2205000004","Def tax liabilities-Fixed assets","liability_non_current","False","base.main_company"
"account_arka_2205000005","2205000005","Def tax liabilities-Foreign curr translation of FS","liability_non_current","False","base.main_company"
"account_arka_2205000006","2205000006","Def tax liabilities-Dividend","liability_non_current","False","base.main_company"
"account_arka_2205000007","2205000007","Def tax liabilities-Customer Loyalty Programmes","liability_non_current","False","base.main_company"
"account_arka_2205000008","2205000008","Def tax liabilities-Right of Use Assets","liability_non_current","False","base.main_company"
"account_arka_2206000001","2206000001","Liabilities for employee benefits","liability_non_current","False","base.main_company"
"account_arka_3001100001","3001100001","Share capital","equity","False","base.main_company"
"account_arka_3001200001","3001200001","Additional paid-in-capital","equity","False","base.main_company"
"account_arka_3001300001","3001300001","Treasury Shares","equity","False","base.main_company"
"account_arka_3002000001","3002000001","Deposits for future stock subscription","equity","False","base.main_company"
"account_arka_3003000001","3003000001","Dividend","equity","False","base.main_company"
"account_arka_3004100001","3004100001","transaction of entities under common control","equity","False","base.main_company"
"account_arka_3004200001","3004200001","changes in non-controlling interest","equity","False","base.main_company"
"account_arka_3005100001","3005100001","OCI Beginning - Inventories","equity","False","base.main_company"
"account_arka_3005100002","3005100002","OCI Beginning - Accounts Receivables","equity","False","base.main_company"
"account_arka_3005100003","3005100003","OCI Beginning - Liabilities for Employee Benefits","equity","False","base.main_company"
"account_arka_3005100004","3005100004","OCI Beginning - Fixed Assets","equity","False","base.main_company"
"account_arka_3005100005","3005100005","OCI Beginning - FX Curr Trans FS","equity","False","base.main_company"
"account_arka_3005100006","3005100006","OCI Beginning - Dividend","equity","False","base.main_company"
"account_arka_3005200001","3005200001","OCI Current - Inventories","equity","False","base.main_company"
"account_arka_3005200002","3005200002","OCI Current - Accounts Receivables","equity","False","base.main_company"
"account_arka_3005200003","3005200003","OCI Current - Liabilities for Employee Benefits","equity","False","base.main_company"
"account_arka_3005200004","3005200004","OCI Current - Fixed Assets","equity","False","base.main_company"
"account_arka_3005200005","3005200005","OCI Current - FX Curr Trans FS","equity","False","base.main_company"
"account_arka_3005200006","3005200006","OCI Current - Dividend","equity","False","base.main_company"
"account_arka_3006100001","3006100001","Retained earnings - beginning","equity","False","base.main_company"
"account_arka_3006200001","3006200001","Implementation of New Standard","equity","False","base.main_company"
"account_arka_3007000001","3007000001","Current year net income","equity_unaffected","False","base.main_company"
"account_arka_3008000001","3008000001","Non Controlling Interest","equity","False","base.main_company"
"account_arka_5122000000","5122000000","Gross Sales-Rental Asset","income","False","base.main_company"
"account_arka_5199000000","5199000000","Gross Sales-Others","income","False","base.main_company"
"account_arka_5299000000","5299000000","Sales discount-Others","income","False","base.main_company"
"account_arka_5399000000","5399000000","Sales return-Others","income","False","base.main_company"
"account_arka_5501000000","5501000000","Sales Adjustment-manual posting","income","False","base.main_company"
